customerId,nombre,aPaterno,aMaterno,correo,telefono,sexo,imagen,fecha_nacimiento,contraseña,ultimoAcceso,statusId,createdAt,updatedAt,intentosFallidos,ultimoIntentoFallido,preguntaSecreta,respuestaPSecreta,fcmToken
174,Miguel,Hernandez,Gomez,miguel.hernandez69@example.com,7705905838,femenino,NULL,1988-06-27,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 01:34:13",2,"2024-01-09 14:39:51","2024-07-25 01:34:13",0,"2024-05-10 09:23:13","¿Lugar favorito?",Morado,NULL
175,Ana,Garcia,Rodriguez,ana.garcia70@example.com,7619167467,femenino,NULL,2003-08-11,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 01:36:27",3,"2024-06-07 04:51:39","2024-07-25 01:36:27",0,"2024-02-28 06:26:52","¿Animal favorito?",Playa,NULL
176,Maria,Martinez,Sanchez,maria.martinez71@example.com,7617927318,masculino,NULL,2005-05-16,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 01:38:36",1,"2024-05-28 22:25:19","2024-07-25 01:38:36",0,"2024-05-01 00:13:11","¿Animal favorito?",Playa,NULL
177,Itzel,Garcia,Lopez,itzel.garcia72@example.com,7760250324,femenino,NULL,1999-06-13,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 01:39:46",3,"2024-05-23 04:29:30","2024-07-25 01:39:46",0,"2024-05-02 12:00:23","¿Fruta favorita?",Sandía,NULL
178,Pedro,Doroteo,Lopez,pedro.doroteo73@example.com,7764984415,femenino,NULL,1992-12-23,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 01:42:03",3,"2024-01-15 18:38:46","2024-07-25 01:42:03",0,"2024-04-12 02:08:07","¿Color favorito?",Pumas,NULL
179,Jose,Hernandez,Hernandez,jose.hernandez74@example.com,7779287462,femenino,NULL,1991-12-07,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 01:44:24",1,"2024-03-24 20:16:22","2024-07-25 01:44:24",0,"2024-05-20 13:48:52","¿Equipo de futbol favorito?",Pumas,NULL
180,Miguel,Doroteo,Romero,miguel.doroteo75@example.com,7626243549,masculino,NULL,1990-08-17,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 02:09:45",3,"2024-03-17 16:12:55","2024-07-25 02:09:45",0,"2024-04-05 04:31:25","¿Color favorito?",Pumas,NULL
181,Maria,Hernandez,Garcia,maria.hernandez76@example.com,7640703338,femenino,NULL,1992-09-09,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 02:12:20",2,"2024-04-26 15:26:12","2024-07-25 02:12:20",0,"2024-06-22 00:23:18","¿Color favorito?",Sandía,NULL
182,Miguel,Romero,Romero,miguel.romero77@example.com,7651121302,masculino,NULL,1988-10-16,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 02:17:15",1,"2024-03-27 04:01:06","2024-07-25 02:17:15",0,"2024-04-11 17:43:24","¿Fruta favorita?",Playa,NULL
183,Itzel,Gomez,Romero,itzel.gomez78@example.com,7774922324,femenino,NULL,1986-05-13,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 02:19:58",2,"2024-06-08 01:55:32","2024-07-25 02:19:58",0,"2024-02-16 17:19:40","¿Color favorito?",Perro,NULL
184,Maria,Rodriguez,Lopez,maria.rodriguez79@example.com,7643556813,femenino,NULL,1999-04-09,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 02:23:59",3,"2024-06-29 04:31:45","2024-07-25 02:23:59",0,"2024-02-25 20:55:44","¿Fruta favorita?",Morado,NULL
185,Carlos,Lopez,Lopez,carlos.lopez80@example.com,7663066787,masculino,NULL,1995-12-31,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 02:26:21",3,"2024-06-12 13:41:08","2024-07-25 02:26:21",0,"2024-05-25 20:05:52","¿Animal favorito?",Perro,NULL
186,Maria,Hernandez,Lopez,maria.hernandez81@example.com,7711373080,femenino,NULL,1991-11-27,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 02:28:27",3,"2024-06-20 03:09:08","2024-07-25 02:28:27",0,"2024-06-05 00:02:35","¿Fruta favorita?",Playa,NULL
187,Itzel,Martinez,Martinez,itzel.martinez82@example.com,7655610435,masculino,NULL,1997-06-04,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-19 02:18:51",3,"2024-03-27 11:36:17","2024-07-19 02:18:51",0,"2024-06-17 06:52:11","¿Equipo de futbol favorito?",Pumas,NULL
188,Maria,Romero,Gomez,maria.romero83@example.com,7752890818,femenino,NULL,1987-06-13,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-19 02:21:12",2,"2024-06-29 23:18:00","2024-07-19 02:21:12",0,"2024-02-15 08:13:30","¿Color favorito?",Playa,NULL
189,Maria,Sanchez,Lopez,maria.sanchez84@example.com,7649821145,masculino,NULL,2005-11-03,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-19 02:22:44",1,"2024-03-04 11:34:33","2024-07-19 02:22:44",0,"2024-03-01 22:59:13","¿Equipo de futbol favorito?",Playa,NULL
190,Itzel,Rodriguez,Hernandez,itzel.rodriguez85@example.com,7787846715,femenino,NULL,1990-04-25,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-19 02:26:09",3,"2024-02-29 00:32:39","2024-07-19 02:26:09",0,"2024-05-04 10:16:40","¿Color favorito?",Sandía,NULL
191,Carlos,Perez,Perez,carlos.perez86@example.com,7647745674,femenino,NULL,1990-11-17,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-19 02:28:08",3,"2024-01-22 08:45:30","2024-07-19 02:28:08",0,"2024-06-15 23:26:32","¿Animal favorito?",Playa,NULL
192,Itzel,Perez,Lopez,itzel.perez87@example.com,7750912728,masculino,NULL,1991-04-12,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-19 02:30:38",3,"2024-02-16 13:27:30","2024-07-19 02:30:38",0,"2024-02-18 18:58:19","¿Lugar favorito?",Pumas,NULL
193,Pedro,Doroteo,Rodriguez,pedro.doroteo88@example.com,7722218446,masculino,NULL,2004-04-20,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-19 02:32:31",1,"2024-01-08 05:05:40","2024-07-19 02:32:31",0,"2024-01-04 03:40:42","¿Color favorito?",Sandía,NULL
194,Itzel,Doroteo,Perez,itzel.doroteo89@example.com,7634234996,masculino,NULL,1987-02-02,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-19 02:34:29",1,"2024-03-09 07:27:23","2024-07-19 02:34:29",0,"2024-02-03 16:08:30","¿Color favorito?",Pumas,NULL
195,"Flor Daniela",Rodriguez,Doroteo,flor_daniela.rodriguez90@example.com,7761600731,femenino,NULL,1984-03-17,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-03-12 09:46:48",2,"2024-01-26 12:16:07","2024-03-12 09:46:48",5,"2024-06-19 13:49:54","¿Lugar favorito?",Morado,NULL
196,Ana,Garcia,Rodriguez,ana.garcia91@example.com,7610199879,femenino,NULL,1992-07-04,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-23 18:59:00",2,"2024-01-31 00:29:00","2024-07-23 18:59:00",0,"2024-06-11 17:07:35","¿Animal favorito?",Sandía,NULL
197,"Flor Daniela",Perez,Perez,flor_daniela.perez92@example.com,7799291202,masculino,NULL,1991-08-12,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-01-20 14:02:16",1,"2024-04-02 05:06:03","2024-01-20 14:02:16",5,"2024-05-12 16:16:05","¿Animal favorito?",Sandía,NULL
198,Jose,Lopez,Romero,jose.lopez93@example.com,7799021904,femenino,NULL,1998-11-07,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 06:54:37",2,"2024-06-08 08:09:11","2024-07-24 06:54:37",0,"2024-05-10 20:50:44","¿Animal favorito?",Playa,NULL
199,"Flor Daniela",Doroteo,Hernandez,flor_daniela.doroteo94@example.com,7665996005,masculino,NULL,1994-09-13,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-02-11 09:14:53",1,"2024-01-03 20:26:14","2024-02-11 09:14:53",1,"2024-03-05 22:13:30","¿Color favorito?",Sandía,NULL
200,Carlos,Garcia,Garcia,carlos.garcia95@example.com,7733855852,femenino,NULL,2005-04-21,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 06:49:16",3,"2024-06-06 12:12:21","2024-07-24 06:49:16",0,"2024-01-21 00:31:34","¿Animal favorito?",Perro,NULL
201,Maria,Romero,Sanchez,maria.romero96@example.com,7764814560,femenino,NULL,1990-10-27,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 06:43:57",1,"2024-03-13 14:50:14","2024-07-24 06:43:57",0,"2024-01-09 13:28:37","¿Equipo de futbol favorito?",Morado,NULL
202,Miguel,Perez,Rodriguez,miguel.perez97@example.com,7764577112,masculino,NULL,1986-01-03,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 06:32:06",2,"2024-06-30 09:54:24","2024-07-24 06:32:06",0,"2024-05-02 02:17:49","¿Color favorito?",Playa,NULL
203,Jose,Martinez,Perez,jose.martinez98@example.com,7717937561,femenino,NULL,1988-11-20,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 06:27:12",1,"2024-05-30 12:29:10","2024-07-24 06:27:12",0,"2024-03-26 04:40:14","¿Equipo de futbol favorito?",Playa,NULL
204,Jose,Doroteo,Martinez,jose.doroteo99@example.com,7636894633,masculino,NULL,1983-10-14,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 06:19:28",1,"2024-04-06 07:24:27","2024-07-24 06:19:28",0,"2024-01-28 18:29:59","¿Animal favorito?",Perro,NULL
205,Deisi,Doroteo,Martínez,deysisam14@gmail.com,7712153230,femenino,NULL,2001-04-03,$2a$10$dsUBgqMsW2H2paaVNKp4aOZoCb0OVH4ZLj81Xdzvv1IZk0aLEvx2C,"2024-07-24 04:45:33",1,"2024-07-18 03:45:46","2024-07-24 04:45:33",0,"2024-07-19 21:43:48","¿Color favorito?",morado,NULL
206,"Luis Jair","Escalante ",Cruz,20200770@uthh.edu.mx,7891200317,masculino,NULL,2001-01-01,$2a$10$r6mHqctz3VPUlQJcFf2HKuEEtjLvgtMovcgs1h9ffjE0RPsEi07KC,"2024-07-19 21:37:22",1,"2024-07-19 21:37:02","2024-07-19 21:37:22",0,NULL,"¿Color favorito?",verde,NULL
